"","id","Contracts","Bridging Capacity","Influence","infl_norm"
"1","CZ00282286",1,0,0,0
"2","CZ25535307",1,0,0,0
"3","CZ00556378",1,0,0,0
"4","CZ10442481",9,0,0.001,0.0666666666666667
"5","CZ00368598",1,0,0,0
"6","CZ47239328",13,0,0.001,0.0666666666666667
"7","CZ61389005",2,0,0.001,0.0666666666666667
"8","CZ72674334",1,0,0,0
"9","CZ75123924",3,0,0,0
"10","CZ45274517",3,0,0,0
"11","CZ00284840",2,0,0,0
"12","CZ48035599",66,0,0.005,0.333333333333333
"13","CZ00237612",2,0,0.001,0.0666666666666667
"14","CZ25159224",1,0,0,0
"15","CZ70890749",63,0,0.004,0.266666666666667
"16","CZ46962875",1,0,0,0
"17","CZ00231312",3,0,0,0
"18","CZ49359720",1,0,0,0
"19","CZ60162694",44,0,0.004,0.266666666666667
"20","CZ44797320",2,0,0,0
"21","CZ00075370",22,0,0.002,0.133333333333333
"22","CZ26402238",2,0,0,0
"23","CZ00020478",85,0,0.006,0.4
"24","CZ46342796",52,0,0.004,0.266666666666667
"25","CZ00237442",4,0,0,0
"26","CZ26746573",15,0,0.002,0.133333333333333
"27","CZ00283347",3,0,0,0
"28","CZ47911182",5,0,0,0
"29","CZ00237434",1,0,0,0
"30","CZ25018094",17,0,0.001,0.0666666666666667
"31","CZ25121936",2,0,0,0
"32","CZ49975358",8,7,0.001,0.0666666666666667
"33","CZ00272728",5,0,0.001,0.0666666666666667
"34","CZ25253361",28,0,0.002,0.133333333333333
"35","CZ70951993",1,0,0,0
"36","CZ45274924",100,0,0.006,0.4
"37","CZ00235881",2,0,0,0
"38","CZ12076538",2,0,0,0
"39","CZ62348043",2,0,0,0
"40","CZ15504158",2,0,0,0
"41","CZ00277100",2,0,0,0
"42","CZ15035808",4,0,0.001,0.0666666666666667
"43","CZ00277720",1,0,0,0
"44","CZ60838744",114,0,0.008,0.533333333333333
"45","CZ00231321",3,0,0.001,0.0666666666666667
"46","CZ25749153",2,0,0,0
"47","CZ00277380",3,0,0,0
"48","CZ48154067",4,0,0,0
"49","CZ61387142",1,0,0,0
"50","CZ63998611",1,0,0,0
"51","CZ00275395",1,0,0,0
"52","CZ25253697",4,0,0,0
"53","CZ00275336",1,0,0,0
"54","CZ00064203",8,0,0.001,0.0666666666666667
"55","CZ00014915",36,0,0.003,0.2
"56","CZ70890692",12,0,0.001,0.0666666666666667
"57","CZ25828258",4,0,0,0
"58","CZ00291471",9,0,0.001,0.0666666666666667
"59","CZ45273910",34,0,0.002,0.133333333333333
"60","CZ00240915",4,0,0,0
"61","CZ61501441",2,0,0,0
"62","CZ00297488",15,0,0.001,0.0666666666666667
"63","CZ47675853",9,0,0.001,0.0666666666666667
"64","CZ26863154",1,0,0,0
"65","CZ46578021",1,0,0,0
"66","CZ00531766",16,0,0.001,0.0666666666666667
"67","CZ00231126",18,0,0.002,0.133333333333333
"68","CZ40765903",2,0,0,0
"69","CZ00006963",10,0,0.001,0.0666666666666667
"70","CZ00063584",16,0,0.001,0.0666666666666667
"71","CZ25607618",10,0,0.001,0.0666666666666667
"72","CZ26230992",9,0,0.001,0.0666666666666667
"73","CZ26830248",1,0,0,0
"74","CZ45195706",11,0,0.001,0.0666666666666667
"75","CZ00304387",13,0,0.001,0.0666666666666667
"76","CZ14612224",6,0,0.001,0.0666666666666667
"77","CZ00177016",1,0,0,0
"78","CZ28315669",19,0,0.002,0.133333333333333
"79","CZ25702556",5,0,0.001,0.0666666666666667
"80","CZ62161172",2,0,0,0
"81","CZ00277967",1,0,0,0
"82","CZ00528862",1,0,0,0
"83","CZ00231151",4,0,0,0
"84","CZ26212005",13,0,0.001,0.0666666666666667
"85","CZ26177005",41,0,0.003,0.2
"86","CZ00263958",3,0,0,0
"87","CZ18630197",9,0,0.001,0.0666666666666667
"88","CZ46980059",16,0,0.001,0.0666666666666667
"89","CZ65349563",1,0,0,0
"90","CZ00843989",4,0,0,0
"91","CZ48133981",1,0,0,0
"92","CZ27609979",27,0,0.002,0.133333333333333
"93","CZ60932171",8,0,0.001,0.0666666666666667
"94","CZ18629628",8,0,0.001,0.0666666666666667
"95","CZ26209535",16,0,0.001,0.0666666666666667
"96","CZ00241687",15,0,0.001,0.0666666666666667
"97","CZ15546233",1,0,0,0
"98","CZ00296244",2,0,0,0
"99","CZ62360213",11,0,0.001,0.0666666666666667
"100","CZ00260428",8,0,0.001,0.0666666666666667
"101","CZ26768607",10,0,0.001,0.0666666666666667
"102","CZ00164801",3,0,0.001,0.0666666666666667
"103","CZ28677986",1,0,0,0
"104","CZ70891095",40,0,0.003,0.2
"105","CZ16978307",7,0,0.001,0.0666666666666667
"106","CZ00266027",3,0,0,0
"107","CZ28232836",9,0,0.001,0.0666666666666667
"108","CZ27514781",1,0,0,0
"109","CZ00064581",89,0,0.007,0.466666666666667
"110","CZ63981882",2,0,0,0
"111","CZ45274649",3,0,0.001,0.0666666666666667
"112","CZ49193864",1,0,0,0
"113","CZ65895614",2,0,0,0
"114","CZ25485024",2,0,0,0
"115","CZ00297313",6,0,0,0
"116","CZ45193509",12,0,0.001,0.0666666666666667
"117","CZ00279846",3,0,0,0
"118","CZ00064165",5,0,0.001,0.0666666666666667
"119","CZ25289390",11,0,0.001,0.0666666666666667
"120","CZ44992785",62,0,0.005,0.333333333333333
"121","CZ25105825",6,0,0.001,0.0666666666666667
"122","CZ25274368",3,0,0,0
"123","CZ26115875",7,0,0.001,0.0666666666666667
"124","CZ42196868",34,0,0.002,0.133333333333333
"125","CZ49101374",2,0,0,0
"126","CZ63080931",7,0,0.001,0.0666666666666667
"127","CZ25488627",12,0,0.001,0.0666666666666667
"128","CZ61324817",7,0,0.001,0.0666666666666667
"129","CZ26385759",10,0,0.001,0.0666666666666667
"130","CZ00244309",5,0,0,0
"131","CZ00499838",4,0,0,0
"132","CZ45309612",12,0,0.001,0.0666666666666667
"133","CZ27195147",15,0,0.001,0.0666666666666667
"134","CZ00845451",58,0,0.004,0.266666666666667
"135","CZ46678468",30,0,0.002,0.133333333333333
"136","CZ40614948",10,0,0.001,0.0666666666666667
"137","CZ25836129",3,0,0,0
"138","CZ25725459",2,0,0,0
"139","CZ00415090",1,0,0,0
"140","CZ26437741",7,0,0.001,0.0666666666666667
"141","CZ26157284",1,0,0,0
"142","CZ25941127",9,0,0.001,0.0666666666666667
"143","CZ00216305",5,0,0,0
"144","CZ48029483",5,0,0,0
"145","CZ67981801",16,0,0.001,0.0666666666666667
"146","CZ25117947",7,0,0.001,0.0666666666666667
"147","CZ25322257",24,0,0.002,0.133333333333333
"148","CZ00231291",2,0,0,0
"149","CZ27224945",1,0,0,0
"150","CZ63669170",3,0,0,0
"151","CZ44961219",10,0,0.001,0.0666666666666667
"152","CZ45800995",1,0,0,0
"153","CZ00379719",1,0,0,0
"154","CZ60916478",9,0,0.001,0.0666666666666667
"155","CZ00240681",1,0,0,0
"156","CZ25003194",1,0,0,0
"157","CZ25008196",1,0,0,0
"158","CZ00091138",1,0,0,0
"159","CZ25504487",10,0,0.002,0.133333333333333
"160","CZ00023001",1,0,0,0
"161","CZ28455401",1,0,0,0
"162","CZ60456540",1,0,0,0
"163","CZ25300989",1,0,0,0
"164","CZ46900918",14,0,0.002,0.133333333333333
"165","CZ27283933",6,0,0,0
"166","CZ44565208",7,0,0,0
"167","CZ75032333",19,0,0.002,0.133333333333333
"168","CZ61974731",1,0,0,0
"169","CZ00577227",1,0,0,0
"170","CZ26843528",1,0,0,0
"171","CZ47672315",2,1,0,0
"172","CZ47676175",4,0,0,0
"173","CZ45192863",2,0,0.001,0.0666666666666667
"174","CZ25379674",1,0,0,0
"175","CZ60733276",3,3,0,0
"176","CZ25110977",14,0,0.001,0.0666666666666667
"177","CZ48173193",1,0,0,0
"178","CZ62480421",2,1,0.001,0.0666666666666667
"179","CZ16628144",1,0,0,0
"180","CZ25385127",4,0,0.001,0.0666666666666667
"181","CZ49317342",1,0,0,0
"182","CZ25297899",8,0,0.001,0.0666666666666667
"183","CZ15810500",3,0,0.001,0.0666666666666667
"184","CZ28068289",2,0,0,0
"185","CZ60700262",1,0,0,0
"186","CZ18182267",1,0,0,0
"187","CZ00260410",1,0,0,0
"188","CZ00270041",2,0,0,0
"189","CZ00289965",1,0,0,0
"190","CZ70939730",1,0,0,0
"191","CZ25825569",13,0,0.002,0.133333333333333
"192","CZ60826851",2,0,0,0
"193","CZ26026279",15,0,0.002,0.133333333333333
"194","CZ00240851",1,0,0,0
"195","CZ63145057",3,0,0,0
"196","CZ62690019",1,0,0,0
"197","CZ46504303",7,0,0.001,0.0666666666666667
"198","CZ00299634",4,0,0,0
"199","CZ63731843",1,0,0,0
"200","CZ45192464",5,0,0.001,0.0666666666666667
"201","CZ00576255",1,0,0,0
"202","CZ48775983",1,0,0,0
"203","CZ26690527",1,0,0,0
"204","CZ26693054",5,0,0.001,0.0666666666666667
"205","CZ49314904",1,0,0,0
"206","CZ60932163",2,0,0,0
"207","CZ00278742",2,0,0,0
"208","CZ70843309",1,0,0,0
"209","CZ25302809",3,0,0,0
"210","CZ00665746",1,0,0,0
"211","CZ60646926",1,0,0,0
"212","CZ61955647",1,0,0,0
"213","CZ26790777",3,0,0.001,0.0666666666666667
"214","CZ61742830",1,0,0,0
"215","CZ00254878",1,0,0,0
"216","CZ14705877",3,0,0,0
"217","CZ00837237",1,0,0,0
"218","CZ64509745",3,0,0.001,0.0666666666666667
"219","CZ44063032",1,0,0,0
"220","CZ45476691",9,8,0.002,0.133333333333333
"221","CZ00576948",1,0,0,0
"222","CZ42883539",3,0,0,0
"223","CZ45536040",7,0,0.001,0.0666666666666667
"224","CZ62043935",1,0,0,0
"225","CZ25344447",8,0,0.001,0.0666666666666667
"226","CZ00248380",2,0,0,0
"227","CZ60838531",7,0,0.001,0.0666666666666667
"228","CZ00301370",1,0,0,0
"229","CZ00236667",1,0,0,0
"230","CZ47052121",2,0,0,0
"231","CZ25538543",3,0,0,0
"232","CZ27251918",1,0,0,0
"233","CZ27235211",1,0,0,0
"234","CZ00237418",2,0,0,0
"235","CZ25636332",8,0,0.001,0.0666666666666667
"236","CZ00291676",4,0,0.001,0.0666666666666667
"237","CZ64508510",17,0,0.002,0.133333333333333
