"","id","Contracts","Bridging Capacity","Influence","infl_norm"
"1","HU345451",1,0,0.018,0.0721649484536082
"2","HU10734441",2,0,0.035,0.247422680412371
"3","HU733469",2,0,0.018,0.0721649484536082
"4","HU12898019",13,0,0.108,1
"5","HU10863877",5,0,0.024,0.134020618556701
"6","HU10625790",5,0,0.024,0.134020618556701
"7","HU372383",1,0,0.018,0.0721649484536082
"8","HU11147073",2,0,0.035,0.247422680412371
"9","HU732813",1,0,0.024,0.134020618556701
"10","HU12614356",1,0,0.024,0.134020618556701
"11","HU731432",2,0,0.018,0.0721649484536082
"12","HU729611",1,0,0.017,0.0618556701030928
"13","HU13799047",3,0,0.046,0.360824742268041
"14","HU384005",1,0,0.017,0.0618556701030928
"15","HU726467",1,0,0.011,0
"16","HU729622",2,0,0.021,0.103092783505155
"17","HU13958147",3,0,0.036,0.257731958762887
"18","HU724089",1,0,0.014,0.0309278350515464
"19","HU725514",1,0,0.018,0.0721649484536082
"20","HU729392",1,0,0.024,0.134020618556701
"21","HU10737743",1,0,0.024,0.134020618556701
"22","HU504003",2,0,0.019,0.0824742268041237
"23","HU10897830",4,0,0.037,0.268041237113402
"24","HU429739",1,0,0.024,0.134020618556701
"25","HU12461062",1,0,0.024,0.134020618556701
"26","HU728526",2,0,0.018,0.0721649484536082
"27","HU732693",1,0,0.011,0
"28","HU725228",1,0,0.011,0
"29","HU492511",1,0,0.011,0
"30","HU731289",1,0,0.024,0.134020618556701
"31","HU12936773",1,0,0.024,0.134020618556701
"32","HU11085441",1,0,0.017,0.0618556701030928
"33","HU308900",1,0,0.024,0.134020618556701
"34","HU10542925",1,0,0.024,0.134020618556701
"35","HU12519718",1,0,0.024,0.134020618556701
"36","HU10768033",1,0,0.024,0.134020618556701
"37","HU728746",3,0,0.026,0.154639175257732
"38","HU324766",1,0,0.011,0
"39","HU13980335",1,0,0.018,0.0721649484536082
"40","HU338019",1,0,0.024,0.134020618556701
"41","HU13391814",1,0,0.024,0.134020618556701
"42","HU728340",1,0,0.014,0.0309278350515464
