"","id","Contracts","Bridging Capacity","Influence","infl_norm"
"1","HU735605",11,0,0.016,0.823529411764706
"2","HU13855453",2,0,0.003,0.0588235294117647
"3","HU14863477",1,0,0.007,0.294117647058824
"4","HU15000375",1,0,0.007,0.294117647058824
"5","HU11582395",6,0,0.008,0.352941176470588
"6","HU731784",1,0,0.007,0.294117647058824
"7","HU15000236",1,0,0.007,0.294117647058824
"8","HU308449",2,0,0.007,0.294117647058824
"9","HU15000304",2,0,0.007,0.294117647058824
"10","HU729325",3,0,0.013,0.647058823529412
"11","HU23246052",1,0,0.005,0.176470588235294
"12","HU730578",1,0,0.007,0.294117647058824
"13","HU10398520",1,0,0.007,0.294117647058824
"14","HU329750",1,0,0.007,0.294117647058824
"15","HU10581236",1,0,0.007,0.294117647058824
"16","HU11906522",4,0,0.015,0.764705882352941
"17","HU13390961",1,0,0.004,0.117647058823529
"18","HU725361",1,0,0.007,0.294117647058824
"19","HU14738124",1,0,0.007,0.294117647058824
"20","HU323868",3,0,0.013,0.647058823529412
"21","HU11383079",1,0,0.005,0.176470588235294
"22","HU734158",1,0,0.007,0.294117647058824
"23","HU12709885",1,0,0.007,0.294117647058824
"24","HU10615492",1,0,0.005,0.176470588235294
"25","HU728571",1,0,0.007,0.294117647058824
"26","HU15000080",1,0,0.007,0.294117647058824
"27","HU728340",1,0,0.007,0.294117647058824
"28","HU13582432",1,0,0.007,0.294117647058824
"29","HU308801",1,0,0.007,0.294117647058824
"30","HU11474762",1,0,0.007,0.294117647058824
"31","HU728504",1,0,0.007,0.294117647058824
"32","HU47503474",1,0,0.007,0.294117647058824
"33","HU21599770",1,0,0.005,0.176470588235294
"34","HU724012",1,0,0.007,0.294117647058824
"35","HU10683967",1,0,0.007,0.294117647058824
"36","HU725097",1,0,0.007,0.294117647058824
"37","HU10679562",1,0,0.007,0.294117647058824
"38","HU372350",3,0,0.007,0.294117647058824
"39","HU20325037",3,0,0.007,0.294117647058824
"40","HU731081",1,0,0.007,0.294117647058824
"41","HU14254594",1,0,0.007,0.294117647058824
"42","HU725163",1,0,0.007,0.294117647058824
"43","HU23008274",1,0,0.007,0.294117647058824
"44","HU14605749",4,3,0.015,0.764705882352941
"45","HU10549630",1,0,0.004,0.117647058823529
"46","HU735584",2,0,0.01,0.470588235294118
"47","HU22868415",1,0,0.005,0.176470588235294
"48","HU321226",6,0,0.019,1
"49","HU12955024",2,0,0.006,0.235294117647059
"50","HU728328",1,0,0.007,0.294117647058824
"51","HU10136726",1,0,0.007,0.294117647058824
"52","HU11202983",1,0,0.007,0.294117647058824
"53","HU15000354",1,0,0.007,0.294117647058824
"54","HU728461",1,0,0.007,0.294117647058824
"55","HU15000396",1,0,0.007,0.294117647058824
"56","HU728395",1,0,0.007,0.294117647058824
"57","HU14273498",1,0,0.007,0.294117647058824
"58","HU12115417",1,0,0.005,0.176470588235294
"59","HU15000151",2,0,0.008,0.352941176470588
"60","HU13994888",1,0,0.007,0.294117647058824
"61","HU11143419",1,0,0.007,0.294117647058824
"62","HU12147715",2,0,0.008,0.352941176470588
"63","HU15000189",1,0,0.004,0.117647058823529
"64","HU10856417",1,0,0.007,0.294117647058824
"65","HU12882492",1,0,0.007,0.294117647058824
"66","HU14153503",1,0,0.004,0.117647058823529
"67","HU731762",1,0,0.007,0.294117647058824
"68","HU13852773",1,0,0.007,0.294117647058824
"69","HU21555969",1,0,0.005,0.176470588235294
"70","HU726906",7,0,0.016,0.823529411764706
"71","HU13210429",3,0,0.007,0.294117647058824
"72","HU14028092",1,0,0.004,0.117647058823529
"73","HU15000290",2,0,0.003,0.0588235294117647
"74","HU733612",1,0,0.007,0.294117647058824
"75","HU15000277",1,0,0.007,0.294117647058824
"76","HU726928",1,0,0.007,0.294117647058824
"77","HU26057820",1,0,0.007,0.294117647058824
"78","HU15000155",1,0,0.004,0.117647058823529
"79","HU10008676",3,0,0.013,0.647058823529412
"80","HU15000076",1,0,0.005,0.176470588235294
"81","HU730084",1,0,0.007,0.294117647058824
"82","HU12534261",1,0,0.007,0.294117647058824
"83","HU727002",1,0,0.007,0.294117647058824
"84","HU10753390",1,0,0.007,0.294117647058824
"85","HU727200",1,0,0.007,0.294117647058824
"86","HU10860056",1,0,0.007,0.294117647058824
"87","HU730369",1,0,0.007,0.294117647058824
"88","HU13579069",1,0,0.007,0.294117647058824
"89","HU720179",1,0,0.007,0.294117647058824
"90","HU11900870",1,0,0.007,0.294117647058824
"91","HU345451",1,0,0.007,0.294117647058824
"92","HU29052484",1,0,0.007,0.294117647058824
"93","HU15000416",1,0,0.003,0.0588235294117647
"94","HU10938243",1,0,0.004,0.117647058823529
"95","HU20970383",1,0,0.007,0.294117647058824
"96","HU23552072",1,0,0.007,0.294117647058824
"97","HU15000361",1,0,0.004,0.117647058823529
"98","HU48107325",1,0,0.002,0
"99","HU20079743",1,0,0.004,0.117647058823529
"100","HU12740253",2,0,0.005,0.176470588235294
"101","HU728582",1,0,0.007,0.294117647058824
"102","HU15000014",1,0,0.007,0.294117647058824
"103","HU724650",1,0,0.007,0.294117647058824
"104","HU13633349",1,0,0.007,0.294117647058824
"105","HU10725591",1,0,0.005,0.176470588235294
"106","HU727529",1,0,0.007,0.294117647058824
"107","HU10504770",1,0,0.007,0.294117647058824
"108","HU22604255",1,0,0.007,0.294117647058824
"109","HU12157817",1,0,0.007,0.294117647058824
"110","HU11598228",1,0,0.003,0.0588235294117647
"111","HU329772",1,0,0.007,0.294117647058824
"112","HU15000011",1,0,0.007,0.294117647058824
"113","HU14077340",1,0,0.007,0.294117647058824
"114","HU10674457",1,0,0.007,0.294117647058824
"115","HU10554885",1,0,0.004,0.117647058823529
"116","HU733920",1,0,0.007,0.294117647058824
"117","HU14206728",1,0,0.007,0.294117647058824
"118","HU23501894",1,0,0.007,0.294117647058824
"119","HU14287501",1,0,0.007,0.294117647058824
"120","HU735858",2,0,0.007,0.294117647058824
"121","HU12257728",2,0,0.007,0.294117647058824
"122","HU15000296",1,0,0.005,0.176470588235294
"123","HU23328558",1,0,0.007,0.294117647058824
"124","HU12263675",1,0,0.007,0.294117647058824
"125","HU10751257",1,0,0.005,0.176470588235294
"126","HU360364",1,0,0.007,0.294117647058824
"127","HU11718873",1,0,0.007,0.294117647058824
"128","HU736349",1,0,0.007,0.294117647058824
"129","HU14901090",1,0,0.007,0.294117647058824
"130","HU22143200",1,0,0.007,0.294117647058824
"131","HU10773178",1,0,0.007,0.294117647058824
"132","HU13851325",1,0,0.007,0.294117647058824
"133","HU12614277",1,0,0.007,0.294117647058824
"134","HU308472",2,0,0.01,0.470588235294118
"135","HU10342581",1,0,0.005,0.176470588235294
"136","HU12208573",1,0,0.005,0.176470588235294
"137","HU23028966",1,0,0.004,0.117647058823529
"138","HU734301",1,0,0.007,0.294117647058824
"139","HU10477803",1,0,0.007,0.294117647058824
"140","HU734202",6,0,0.016,0.823529411764706
"141","HU14665664",2,0,0.005,0.176470588235294
"142","HU10732009",1,0,0.003,0.0588235294117647
"143","HU10336706",1,0,0.003,0.0588235294117647
"144","HU11455796",1,0,0.004,0.117647058823529
"145","HU13099581",2,0,0.005,0.176470588235294
"146","HU729798",1,0,0.007,0.294117647058824
"147","HU12938263",1,0,0.007,0.294117647058824
"148","HU731092",1,0,0.007,0.294117647058824
"149","HU10624672",1,0,0.007,0.294117647058824
"150","HU714031",1,0,0.007,0.294117647058824
"151","HU12505715",1,0,0.007,0.294117647058824
