"","id","Contracts","Bridging Capacity","Influence","infl_norm"
"1","HU490650",1,0,0.008,0.3125
"2","HU11796598",1,0,0.008,0.3125
"3","HU14605749",3,0,0.016,0.8125
"4","HU14287501",1,0,0.006,0.1875
"5","HU10356113",4,0,0.012,0.5625
"6","HU15000049",3,0,0.009,0.375
"7","HU730116",1,0,0.008,0.3125
"8","HU12965580",1,0,0.008,0.3125
"9","HU15000010",1,0,0.006,0.1875
"10","HU19886662",1,0,0.008,0.3125
"11","HU14559284",1,0,0.008,0.3125
"12","HU308450",1,0,0.008,0.3125
"13","HU13596583",1,0,0.008,0.3125
"14","HU735605",1,0,0.008,0.3125
"15","HU22165358",1,0,0.008,0.3125
"16","HU11072315",1,0,0.008,0.3125
"17","HU14438192",1,0,0.008,0.3125
"18","HU10941362",6,0,0.019,1
"19","HU14031362",1,0,0.004,0.0625
"20","HU731092",1,0,0.008,0.3125
"21","HU14630198",1,0,0.008,0.3125
"22","HU735627",4,0,0.012,0.5625
"23","HU14163650",3,0,0.009,0.375
"24","HU21108567",11,0,0.018,0.9375
"25","HU12013212",5,0,0.008,0.3125
"26","HU735694",1,0,0.008,0.3125
"27","HU15000387",1,0,0.008,0.3125
"28","HU12937554",1,0,0.004,0.0625
"29","HU305679",3,0,0.008,0.3125
"30","HU12873528",3,0,0.008,0.3125
"31","HU10008676",1,0,0.008,0.3125
"32","HU13682738",1,0,0.008,0.3125
"33","HU329749",3,0,0.016,0.8125
"34","HU12739882",1,0,0.006,0.1875
"35","HU11048572",2,0,0.004,0.0625
"36","HU10856417",2,0,0.008,0.3125
"37","HU10728350",5,0,0.016,0.8125
"38","HU18055342",2,0,0.012,0.5625
"39","HU13625139",1,0,0.006,0.1875
"40","HU300146",1,0,0.008,0.3125
"41","HU15000290",1,0,0.008,0.3125
"42","HU308791",1,0,0.003,0
"43","HU11180663",5,0,0.009,0.375
"44","HU15000266",1,0,0.004,0.0625
"45","HU13980335",1,0,0.008,0.3125
"46","HU15000399",1,0,0.008,0.3125
"47","HU760346",4,0,0.013,0.625
"48","HU22319753",3,0,0.011,0.5
"49","HU726995",1,0,0.008,0.3125
"50","HU22101800",1,0,0.008,0.3125
"51","HU11871781",1,0,0.006,0.1875
"52","HU598327",3,0,0.016,0.8125
"53","HU20306841",1,0,0.006,0.1875
"54","HU11468729",1,0,0.004,0.0625
"55","HU300014",3,0,0.016,0.8125
"56","HU12385184",1,0,0.006,0.1875
"57","HU329343",1,0,0.008,0.3125
"58","HU11843827",1,0,0.008,0.3125
"59","HU443502",5,0,0.008,0.3125
"60","HU18818352",5,0,0.008,0.3125
"61","HU355256",6,0,0.008,0.3125
"62","HU23061477",6,0,0.008,0.3125
"63","HU14191497",1,0,0.004,0.0625
"64","HU20970383",1,0,0.008,0.3125
"65","HU13408381",1,0,0.008,0.3125
"66","HU308900",1,0,0.008,0.3125
"67","HU11693062",1,0,0.008,0.3125
"68","HU311740",1,0,0.008,0.3125
"69","HU11066901",1,0,0.008,0.3125
"70","HU728461",1,0,0.008,0.3125
"71","HU14136041",1,0,0.008,0.3125
"72","HU734390",1,0,0.008,0.3125
"73","HU23060689",1,0,0.008,0.3125
"74","HU10434512",1,0,0.006,0.1875
"75","HU308746",1,0,0.008,0.3125
"76","HU13210302",1,0,0.008,0.3125
"77","HU14542130",1,0,0.008,0.3125
"78","HU13589594",1,0,0.008,0.3125
"79","HU14306880",1,0,0.006,0.1875
"80","HU10901232",1,0,0.008,0.3125
"81","HU15000036",1,0,0.008,0.3125
"82","HU22347026",1,0,0.008,0.3125
"83","HU14197280",1,0,0.008,0.3125
"84","HU12165814",3,0,0.016,0.8125
"85","HU11797898",1,0,0.006,0.1875
"86","HU329804",2,0,0.012,0.5625
"87","HU12018066",1,0,0.006,0.1875
"88","HU12620557",1,0,0.004,0.0625
"89","HU12120497",1,0,0.008,0.3125
"90","HU10805246",1,0,0.008,0.3125
"91","HU328104",1,0,0.008,0.3125
"92","HU10229552",1,0,0.008,0.3125
"93","HU10905580",1,0,0.006,0.1875
"94","HU13283896",1,0,0.006,0.1875
"95","HU329398",1,0,0.008,0.3125
"96","HU10370672",1,0,0.008,0.3125
"97","HU725097",1,0,0.008,0.3125
"98","HU15000152",1,0,0.008,0.3125
"99","HU18091715",1,0,0.008,0.3125
"100","HU10260793",1,0,0.008,0.3125
"101","HU15000147",1,0,0.006,0.1875
"102","HU18533093",1,0,0.004,0.0625
"103","HU597045",1,0,0.008,0.3125
"104","HU22331368",1,0,0.008,0.3125
"105","HU10813944",1,0,0.005,0.125
"106","HU728328",1,0,0.008,0.3125
"107","HU13900278",1,0,0.008,0.3125
"108","HU11762597",1,0,0.006,0.1875
"109","HU656157",1,0,0.008,0.3125
"110","HU11488710",1,0,0.008,0.3125
"111","HU15000214",1,0,0.006,0.1875
"112","HU11687335",1,0,0.006,0.1875
"113","HU10973581",1,0,0.006,0.1875
"114","HU11886895",1,0,0.008,0.3125
"115","HU13405371",1,0,0.008,0.3125
"116","HU727662",1,0,0.008,0.3125
"117","HU15000232",1,0,0.008,0.3125
"118","HU308438",1,0,0.008,0.3125
"119","HU15000228",1,0,0.008,0.3125
"120","HU14499647",1,0,0.006,0.1875
