"","id","Contracts","Bridging Capacity","Influence","infl_norm"
"1","HU725361",7,0,0.01,0.818181818181818
"2","HU10457726",5,0,0.007,0.545454545454546
"3","HU12006003",11,0,0.009,0.727272727272727
"4","HU12293995",5,0,0.004,0.272727272727273
"5","HU308450",2,0,0.005,0.363636363636364
"6","HU14580646",1,0,0.003,0.181818181818182
"7","HU308438",4,0,0.006,0.454545454545455
"8","HU23108800",1,0,0.002,0.0909090909090909
"9","HU736129",2,0,0.005,0.363636363636364
"10","HU10732009",2,0,0.005,0.363636363636364
"11","HU735737",4,0,0.008,0.636363636363636
"12","HU11474762",2,0,0.004,0.272727272727273
"13","HU728571",2,0,0.005,0.363636363636364
"14","HU14839689",3,0,0.007,0.545454545454546
"15","HU10925399",4,0,0.006,0.454545454545455
"16","HU731256",1,0,0.004,0.272727272727273
"17","HU13959272",1,0,0.004,0.272727272727273
"18","HU732879",3,0,0.006,0.454545454545455
"19","HU11275824",2,0,0.004,0.272727272727273
"20","HU14249882",1,0,0.003,0.181818181818182
"21","HU11582395",2,0,0.006,0.454545454545455
"22","HU726456",1,0,0.004,0.272727272727273
"23","HU11062103",1,0,0.004,0.272727272727273
"24","HU720179",2,0,0.006,0.454545454545455
"25","HU11143419",1,0,0.003,0.181818181818182
"26","HU11900870",1,0,0.003,0.181818181818182
"27","HU732660",3,0,0.004,0.272727272727273
"28","HU13063674",3,0,0.004,0.272727272727273
"29","HU20373573",1,0,0.003,0.181818181818182
"30","HU12371260",5,0,0.004,0.272727272727273
"31","HU726995",1,0,0.004,0.272727272727273
"32","HU10879016",1,0,0.004,0.272727272727273
"33","HU726984",2,0,0.004,0.272727272727273
"34","HU13449216",2,0,0.004,0.272727272727273
"35","HU735287",2,0,0.006,0.454545454545455
"36","HU10657720",1,0,0.003,0.181818181818182
"37","HU726445",1,0,0.003,0.181818181818182
"38","HU728021",2,0,0.005,0.363636363636364
"39","HU46766159",1,0,0.003,0.181818181818182
"40","HU733591",1,0,0.004,0.272727272727273
"41","HU10921144",1,0,0.004,0.272727272727273
"42","HU329848",4,0,0.01,0.818181818181818
"43","HU22388559",1,0,0.003,0.181818181818182
"44","HU349921",1,0,0.004,0.272727272727273
"45","HU11061391",1,0,0.004,0.272727272727273
"46","HU731333",1,0,0.004,0.272727272727273
"47","HU20178567",1,0,0.004,0.272727272727273
