id,Contracts,Bridging Capacity,Influence
SK35919001,3,0,0.003
SK31611788,6,0,0.005
SK36126624,3,0,0.004
SK00321192,1,0,0.001
SK31606296,4,0,0.004
SK36022047,3,0,0.003
SK36378844,2,0,0.002
SK00313114,2,0,0.003
SK17317282,19,0,0.015
SK00312509,2,0,0.002
SK00311812,1,0,0.003
SK49062557,1,0,0.003
SK00326607,2,0,0.002
SK35541016,8,0,0.008
SK00329657,1,0,0.001
SK00165361,2,0,0.002
SK31684343,1,0,0.001
SK00311162,6,0,0.007
SK34128344,4,0,0.004
SK00317209,3,0,0.004
SK00309150,2,0,0.003
SK37910337,1,0,0.002
SK36294144,3,0,0.005
SK36397768,1,0,0.002
SK00309419,1,0,0.001
SK35802723,1,0,0.001
SK37808427,16,0,0.013
SK31563732,2,0,0.002
SK00314901,2,0,0.002
SK36570460,2,0,0.002
SK00681245,3,0,0.004
SK00331023,5,0,0.004
SK43850065,1,0,0.001
SK37828100,7,0,0.007
SK00313980,2,0,0.004
SK10972609,1,0,0.002
SK31580645,3,0,0.004
SK00312088,1,0,0.003
SK36014559,1,0,0.003
SK31685226,1,0,0.003
SK31427006,1,0,0.003
SK36513458,1,0,0.003
SK36187917,1,0,0.003
SK00397610,1,0,0.001
SK00308307,4,0,0.005
SK34105620,2,0,0.002
SK00328693,3,0,0.004
SK31577270,2,0,0.003
SK31333320,6,0,0.005
SK00330035,2,0,0.003
SK35555777,3,0,0.002
SK00326321,1,0,0.002
SK00321273,1,0,0.001
SK00309982,1,0,0.003
SK36277991,1,0,0.003
SK31651402,18,0,0.014
SK00330167,2,0,0.004
SK00188034,1,0,0.002
SK36197882,1,0,0.001
SK35910712,1,0,0.003
SK36546941,1,0,0.003
SK31679030,1,0,0.001
SK00397563,1,0,0.002
SK36229709,1,0,0.002
SK31966977,1,0,0.003
SK43874703,1,0,0.003
SK00305022,1,0,0.003
SK35739312,1,0,0.003
SK00331007,2,0,0.002
SK43989268,3,0,0.003
SK17623588,1,0,0.001
SK00313491,1,0,0.001
SK35834111,1,0,0.003
SK00327735,1,0,0.001
SK31732291,1,0,0.001
SK00332411,1,0,0.001
SK10861050,1,0,0.002
SK35833106,1,0,0.002
SK36034380,1,0,0.002
SK00319961,1,0,0.002
SK36404322,2,0,0.004
SK00319651,1,0,0.001
SK44046758,1,0,0.002
SK14079526,1,0,0.002
SK00308641,1,0,0.003
SK19015003,1,0,0.003
SK00332399,1,0,0.001
SK00332933,4,0,0.004
SK00323233,1,0,0.003
SK35802570,2,0,0.005
SK36536008,2,0,0.003
SK00166481,1,0,0.002
SK00151866,18,0,0.020
SK35684615,2,0,0.002
SK36673749,1,0,0.001
SK36425630,1,0,0.001
SK37906160,4,0,0.003
SK36392821,4,0,0.003
SK00314463,1,0,0.002
SK00156752,1,0,0.002
SK35812354,1,0,0.002
SK00316938,1,0,0.003
SK36449598,2,0,0.005
SK00321591,1,0,0.003
SK36372072,1,0,0.003
SK00329932,1,0,0.001
SK00305936,3,0,0.003
SK00309371,1,0,0.003
SK36564052,1,0,0.003
SK00307203,1,0,0.002
SK31588794,1,0,0.001
SK00321842,2,0,0.003
SK31663834,2,0,0.003
SK14183293,1,0,0.001
SK36395463,2,0,0.004
SK00328758,2,0,0.003
SK36183792,2,0,0.003
SK35822163,1,0,0.003
SK35718625,2,0,0.003
