id,Contracts,Bridging Capacity,Influence
CZ00064467,1,0,0.000
CZ48026921,14,0,0.002
CZ00275336,1,0,0.000
CZ26746573,9,0,0.002
CZ00253481,2,0,0.001
CZ26352516,2,0,0.001
CZ00277444,4,0,0.001
CZ60890002,2,0,0.001
CZ00266027,6,0,0.001
CZ28232836,4,0,0.001
CZ00064203,2,0,0.000
CZ00014915,34,0,0.005
CZ00024007,5,0,0.001
CZ45539537,2,0,0.000
CZ00283924,17,0,0.003
CZ13694341,5,0,0.001
CZ68378271,3,0,0.001
CZ18629628,10,0,0.002
CZ00063461,15,0,0.003
CZ25941127,4,0,0.001
CZ00064581,71,0,0.010
CZ45274924,77,0,0.009
CZ25702556,8,0,0.001
CZ63886464,5,0,0.001
CZ44992785,69,0,0.009
CZ45474281,6,0,0.001
CZ00300535,13,0,0.002
CZ15504158,12,0,0.002
CZ00845451,62,0,0.008
CZ26792222,3,0,0.000
CZ00289965,2,0,0.000
CZ26230992,9,0,0.001
CZ00260576,4,0,0.001
CZ26768607,10,0,0.002
CZ00276529,5,0,0.001
CZ25281607,3,0,0.001
CZ00272876,3,0,0.000
CZ60838744,90,0,0.012
CZ00268321,9,0,0.001
CZ46980059,18,0,0.002
CZ00301311,2,0,0.001
CZ25891014,1,0,0.001
CZ49451871,3,0,0.001
CZ26309190,3,0,0.001
CZ00283509,2,0,0.000
CZ60701455,3,0,0.001
CZ48333841,3,0,0.001
CZ26385759,6,0,0.001
CZ00278955,2,0,0.001
CZ63220369,2,0,0.001
CZ00281964,4,0,0.001
CZ25322257,37,0,0.005
CZ61716464,2,0,0.000
CZ28315669,10,0,0.002
CZ70870896,1,0,0.001
CZ26245906,1,0,0.001
CZ00064220,1,0,0.000
CZ00262307,1,0,0.000
CZ48292516,7,0,0.001
CZ00283258,1,0,0.000
CZ00263958,6,0,0.001
CZ62743881,5,0,0.001
CZ00092584,2,0,0.000
CZ00292281,1,0,0.000
CZ41603281,9,0,0.001
CZ00275191,3,0,0.001
CZ25253361,14,0,0.003
CZ26004852,3,0,0.001
CZ00293881,7,0,0.001
CZ46992138,4,0,0.001
CZ00373249,3,0,0.001
CZ25567225,8,0,0.002
CZ71194002,1,0,0.000
CZ42192153,3,0,0.001
CZ48172898,1,0,0.000
CZ62156462,3,0,0.001
CZ00531766,15,0,0.002
CZ00279978,4,0,0.001
CZ41604041,3,0,0.001
CZ62348043,1,0,0.000
CZ00231151,3,0,0.001
CZ26212005,13,0,0.002
CZ00272523,4,0,0.001
CZ46504303,4,0,0.001
CZ00259250,2,0,0.001
CZ18248675,3,0,0.001
CZ00260428,11,0,0.002
CZ26932211,1,0,0.000
CZ00843989,7,0,0.001
CZ46342796,48,0,0.006
CZ00177016,2,0,0.001
CZ00098892,13,0,0.002
CZ28302371,2,0,0.000
CZ61389030,1,0,0.000
CZ45193771,2,0,0.001
CZ00216275,4,0,0.001
CZ00486361,3,0,0.001
CZ00297437,18,0,0.003
CZ25853473,4,0,0.001
CZ00287385,1,0,0.000
CZ64508510,5,0,0.001
CZ46678468,35,0,0.005
CZ47674539,2,0,0.000
CZ72053119,3,0,0.000
CZ00297488,9,0,0.002
CZ47675853,11,0,0.002
CZ64653137,3,0,0.001
CZ27752771,2,0,0.000
CZ70890749,45,0,0.005
CZ61389013,1,0,0.001
CZ25092553,1,0,0.001
CZ00296643,38,0,0.005
CZ45273910,31,0,0.003
CZ00265781,7,0,0.001
CZ61538213,3,0,0.001
CZ44569432,5,0,0.001
CZ47813750,2,0,0.001
CZ48391212,4,0,0.001
CZ00262781,4,0,0.001
CZ27195147,17,0,0.002
CZ46900918,7,0,0.001
CZ00297534,6,0,0.001
CZ45193509,6,0,0.001
CZ00257851,1,0,0.001
CZ26020327,1,0,0.001
CZ75123924,2,0,0.000
CZ48029483,3,0,0.001
CZ48035599,57,0,0.007
CZ00260771,4,0,0.001
CZ00299138,5,0,0.001
CZ70890692,19,0,0.003
CZ00272728,5,0,0.002
CZ13582275,1,0,0.000
CZ26271303,60,0,0.007
CZ43227864,2,0,0.000
CZ25864092,5,0,0.001
CZ62305620,2,0,0.000
CZ46975616,6,0,0.001
CZ62360213,13,0,0.002
CZ45192286,23,0,0.003
CZ00164801,1,0,0.001
CZ00020711,1,0,0.001
CZ25828258,1,0,0.000
CZ26807947,8,0,0.001
CZ00094871,1,0,0.000
CZ00262871,1,0,0.000
CZ60460580,1,0,0.000
CZ25520059,7,0,0.002
CZ42340802,6,0,0.001
CZ62161172,4,0,0.001
CZ45315752,1,0,0.000
CZ45245053,1,0,0.001
CZ25835661,1,0,0.001
CZ25876643,2,0,0.000
CZ68208146,1,0,0.000
CZ00006963,5,0,0.001
CZ28420403,7,0,0.001
CZ45309612,13,0,0.002
CZ18050077,2,0,0.000
CZ61388963,3,0,0.001
CZ25309439,2,0,0.000
CZ00020478,51,0,0.006
CZ41194861,2,0,0.000
CZ26209535,12,0,0.001
CZ27256391,2,0,0.001
CZ00268577,1,0,0.000
CZ18626084,4,0,0.001
CZ00265209,3,0,0.001
CZ25021435,2,0,0.001
CZ60932171,7,0,0.001
CZ48589829,2,0,0.000
CZ70891095,12,0,0.002
CZ25360078,4,0,0.001
CZ15030741,3,0,0.001
CZ26944022,1,0,0.000
CZ25110977,16,0,0.002
CZ27098001,1,0,0.000
CZ45795231,2,0,0.000
CZ49196812,2,0,0.000
CZ00279889,1,0,0.000
CZ13690299,3,0,0.001
CZ00256455,2,0,0.000
CZ40525007,4,0,0.001
CZ00236977,2,0,0.000
CZ70890005,12,0,0.002
CZ00304450,5,0,0.001
CZ45357269,6,0,0.001
CZ25837982,2,0,0.000
CZ48399477,1,0,0.000
CZ00301825,12,0,0.002
CZ60775530,8,0,0.001
CZ00298077,10,0,0.002
CZ00284165,1,0,0.000
CZ26863154,4,0,0.001
CZ42869951,1,0,0.000
CZ00285455,2,0,0.000
CZ00286079,1,0,0.000
CZ25183052,3,0,0.001
CZ00277177,3,0,0.001
CZ25260766,3,0,0.001
CZ00299529,3,0,0.001
CZ25825569,2,0,0.001
CZ00231266,1,0,0.000
CZ00064432,1,0,0.000
CZ49099469,3,0,0.001
CZ28954874,3,0,0.001
CZ70890366,5,0,0.001
CZ00639524,2,0,0.001
CZ28184343,1,0,0.001
CZ00304271,3,0,0.001
CZ46577238,1,0,0.000
CZ00301493,2,0,0.000
CZ70890021,16,0,0.003
CZ26026279,8,0,0.001
CZ25772309,1,0,0.000
CZ00268861,6,0,0.002
CZ25275119,2,0,0.001
CZ00256986,1,0,0.000
CZ00204382,2,0,0.001
CZ00250627,9,0,0.001
CZ62156489,2,0,0.000
CZ44961367,9,0,0.001
CZ00254843,13,0,0.001
CZ40523284,10,0,0.001
CZ60076658,2,0,0.000
CZ00244929,1,0,0.000
CZ49370227,1,0,0.000
CZ27653579,3,0,0.001
CZ63834197,126,0,0.013
CZ00260096,1,0,0.001
CZ14704641,1,0,0.001
CZ00262854,5,0,0.001
CZ44565208,4,0,0.001
CZ00276227,2,0,0.000
CZ63147165,2,0,0.000
CZ00271811,1,0,0.000
CZ25968807,3,0,0.001
CZ48427748,1,0,0.001
CZ26856841,1,0,0.001
CZ14613948,1,0,0.000
CZ25014111,3,0,0.001
CZ00283665,3,0,0.001
CZ42324149,5,0,0.001
CZ00283061,4,0,0.001
CZ00262170,2,0,0.001
CZ25402188,3,0,0.001
CZ00291676,5,0,0.002
CZ61388980,2,0,0.001
CZ25123017,2,0,0.001
CZ61989100,9,0,0.001
CZ25816624,2,0,0.000
CZ18630197,7,0,0.001
CZ00667421,1,0,0.000
CZ43841252,5,0,0.001
CZ00292427,3,0,0.001
CZ25307762,1,0,0.000
CZ00635162,2,0,0.000
CZ25836129,2,0,0.000
CZ44961219,8,0,0.001
CZ00270059,1,0,0.000
CZ47700521,2,0,0.000
CZ27232425,6,0,0.001
CZ70883611,1,0,0.001
CZ25206729,1,0,0.001
CZ00272868,9,0,0.002
CZ42196868,19,0,0.002
CZ42864771,4,0,0.001
CZ00601233,2,0,0.001
CZ44738773,3,0,0.001
CZ00284858,1,0,0.001
CZ45475199,1,0,0.001
CZ00241687,28,0,0.004
CZ00063631,8,0,0.001
CZ13620240,1,0,0.000
CZ00290629,12,0,0.002
CZ00254801,2,0,0.000
CZ00249998,6,0,0.001
CZ00075370,26,0,0.005
CZ00063517,9,0,0.002
CZ60194120,4,0,0.001
CZ70994234,11,0,0.002
CZ00006947,27,0,0.005
CZ48027944,1,0,0.000
CZ70885371,1,0,0.000
CZ25385127,4,0,0.001
CZ00253936,2,0,0.001
CZ25219740,1,0,0.000
CZ00250805,14,0,0.002
CZ00288560,1,0,0.000
CZ25374311,5,0,0.001
CZ00231126,21,0,0.003
CZ25607618,11,0,0.002
CZ00259586,7,0,0.001
CZ26380340,6,0,0.001
CZ00216208,6,0,0.001
CZ26115875,2,0,0.001
CZ00006572,1,0,0.001
CZ27455777,1,0,0.001
CZ25671464,10,0,0.002
CZ00297577,6,0,0.002
CZ25862758,2,0,0.001
CZ00231304,1,0,0.000
CZ00268810,6,0,0.001
CZ42228468,5,0,0.001
CZ00262340,16,0,0.002
CZ00303461,7,0,0.002
CZ25385551,3,0,0.001
CZ27769585,4,0,0.001
CZ00267449,20,0,0.002
CZ00294241,1,0,0.001
CZ26247461,1,0,0.001
CZ00272841,2,0,0.001
CZ25378147,8,0,0.001
CZ00259349,1,0,0.001
CZ26330890,1,0,0.001
CZ27677109,3,0,0.001
CZ00837237,1,0,0.001
CZ25860852,1,0,0.001
CZ70890013,13,0,0.002
CZ00279676,3,0,0.001
CZ48154067,2,0,0.001
CZ00294136,8,0,0.001
CZ26255618,3,0,0.001
CZ00286010,18,0,0.002
CZ18198074,6,0,0.001
CZ00240702,2,0,0.000
CZ00300624,1,0,0.001
CZ25359592,1,0,0.001
CZ64651151,1,0,0.000
CZ00000582,1,0,0.001
CZ18629512,1,0,0.001
CZ47239328,11,0,0.002
CZ00244732,28,0,0.004
CZ64617874,5,0,0.001
CZ00247138,1,0,0.001
CZ26030152,1,0,0.001
CZ25281861,2,0,0.001
CZ64826996,1,0,0.000
CZ25275062,2,0,0.000
CZ46683046,4,0,0.001
CZ00287172,1,0,0.000
CZ25504487,4,0,0.001
CZ45193118,7,0,0.001
CZ26177005,39,0,0.004
CZ60733098,9,0,0.001
CZ26196662,1,0,0.001
CZ00239500,2,0,0.000
CZ18382550,1,0,0.000
CZ61988987,4,0,0.001
CZ00001279,3,0,0.001
CZ64948251,2,0,0.000
CZ00006599,1,0,0.000
CZ26693054,3,0,0.001
CZ00304492,1,0,0.000
CZ00147389,3,0,0.001
CZ70934860,22,0,0.003
CZ00216224,11,0,0.002
CZ63493675,8,0,0.001
CZ62157124,4,0,0.001
CZ70889953,17,0,0.003
CZ00063703,9,0,0.001
CZ46978194,8,0,0.001
CZ00279773,2,0,0.000
CZ27466701,6,0,0.001
CZ70891168,4,0,0.001
CZ25233866,8,0,0.001
CZ48393835,1,0,0.000
CZ70960399,38,0,0.005
CZ00266230,1,0,0.000
CZ10442481,4,0,0.001
CZ00253014,10,0,0.002
CZ44797958,3,0,0.001
CZ00296651,1,0,0.000
CZ26229455,5,0,0.001
CZ70889988,22,0,0.003
CZ27449416,2,0,0.000
CZ00507644,1,0,0.000
CZ60555530,2,0,0.001
CZ26961474,6,0,0.001
CZ26071584,4,0,0.001
CZ25172328,3,0,0.000
CZ70889546,19,0,0.003
CZ60851546,3,0,0.001
CZ00063754,3,0,0.001
CZ28478380,1,0,0.000
CZ00288659,6,0,0.001
CZ25317628,24,0,0.003
CZ25943367,8,0,0.001
CZ00236667,5,0,0.001
CZ63671760,1,0,0.000
CZ00023272,5,0,0.001
CZ00023001,5,0,0.001
CZ00278360,3,0,0.001
CZ44567961,2,0,0.000
CZ00216305,4,0,0.001
CZ60713470,5,0,0.001
CZ64511359,4,0,0.001
CZ60609460,27,0,0.004
CZ00304387,4,0,0.001
CZ00302953,1,0,0.000
CZ25835289,2,0,0.001
CZ00844853,2,0,0.000
CZ70891320,12,0,0.002
CZ00270211,9,0,0.002
CZ46504621,3,0,0.001
CZ00231312,4,0,0.001
CZ48038792,4,0,0.001
CZ28455401,2,0,0.000
CZ00262978,7,0,0.001
CZ70892156,43,0,0.006
CZ27336301,7,0,0.001
CZ47673036,1,0,0.000
CZ00274046,9,0,0.002
CZ25268422,1,0,0.000
CZ18385958,2,0,0.000
CZ65269705,5,0,0.001
CZ00272680,3,0,0.001
CZ75032333,13,0,0.003
CZ25160168,3,0,0.001
CZ00240079,6,0,0.001
CZ49437593,2,0,0.000
CZ60193468,5,0,0.002
CZ25721551,1,0,0.000
CZ70932581,61,0,0.007
CZ18198627,2,0,0.000
CZ00234877,4,0,0.001
CZ16978307,3,0,0.001
CZ27283933,5,0,0.001
CZ40231925,2,0,0.001
CZ47052121,3,0,0.001
CZ00567892,6,0,0.001
CZ26263718,1,0,0.000
CZ28868781,4,0,0.001
CZ40765903,2,0,0.000
CZ00261912,5,0,0.001
CZ00671533,7,0,0.001
CZ00095711,20,0,0.003
CZ46961062,1,0,0.000
CZ65277911,2,0,0.001
CZ49973215,14,0,0.002
CZ26262029,3,0,0.001
CZ25556894,3,0,0.000
CZ00002739,10,0,0.002
CZ47671416,7,0,0.001
CZ25357352,6,0,0.001
CZ63476711,1,0,0.000
CZ26831368,3,0,0.001
CZ61989592,10,0,0.001
CZ46972021,9,0,0.001
CZ00279102,5,0,0.001
CZ64791564,3,0,0.001
CZ00268097,2,0,0.000
CZ00287113,2,0,0.000
CZ25267329,1,0,0.000
CZ00063410,18,0,0.003
CZ25106619,1,0,0.000
CZ61324230,4,0,0.001
CZ48290262,1,0,0.000
CZ45021309,6,0,0.001
CZ25019171,5,0,0.001
CZ65993390,77,0,0.010
CZ25896873,4,0,0.001
CZ25606468,10,0,0.002
CZ00092096,2,0,0.001
CZ13694758,1,0,0.001
CZ25899864,2,0,0.001
CZ00063584,10,0,0.001
CZ27732037,1,0,0.000
CZ67981801,8,0,0.001
CZ25380117,1,0,0.000
CZ00253979,10,0,0.002
CZ26395746,2,0,0.000
CZ25930168,1,0,0.000
CZ46347526,1,0,0.000
CZ00264334,3,0,0.001
CZ00673056,1,0,0.000
CZ27251918,1,0,0.001
CZ25161164,1,0,0.001
CZ45195706,6,0,0.001
CZ00064190,9,0,0.002
CZ27127010,1,0,0.000
CZ26105594,4,0,0.001
CZ25174533,3,0,0.001
CZ28402758,3,0,0.001
CZ00246875,3,0,0.001
CZ41507223,1,0,0.000
CZ00159816,3,0,0.000
CZ26830272,1,0,0.000
CZ41035704,2,0,0.000
CZ00023817,1,0,0.001
CZ48589039,1,0,0.001
CZ25410946,5,0,0.001
CZ45536422,2,0,0.000
CZ25524241,8,0,0.001
CZ45798851,3,0,0.001
CZ64615391,2,0,0.000
CZ25138189,2,0,0.000
CZ64948960,3,0,0.001
CZ00276693,1,0,0.001
CZ16208480,1,0,0.001
CZ25513141,3,0,0.001
CZ00063797,2,0,0.001
CZ45146802,8,0,0.001
CZ25508571,1,0,0.000
CZ46994955,5,0,0.001
CZ00300144,2,0,0.000
CZ00247618,3,0,0.001
CZ26257424,1,0,0.000
CZ00256552,2,0,0.001
CZ63508851,1,0,0.001
CZ26789795,1,0,0.000
CZ16735137,3,0,0.000
CZ00081531,16,0,0.002
CZ25406523,4,0,0.001
CZ60162694,18,0,0.003
CZ15050050,5,0,0.001
CZ40232549,5,0,0.001
CZ00235440,1,0,0.001
CZ61672769,1,0,0.001
CZ64581764,3,0,0.001
CZ25593161,6,0,0.001
CZ00207608,2,0,0.000
CZ25458426,3,0,0.000
CZ47452081,2,0,0.001
CZ41190840,4,0,0.001
CZ25873261,2,0,0.000
CZ47282312,4,0,0.001
CZ63148218,1,0,0.000
CZ25470825,2,0,0.000
CZ47114444,9,0,0.001
CZ47785977,3,0,0.000
CZ60460709,5,0,0.001
CZ70891508,5,0,0.001
CZ44739494,3,0,0.000
CZ60469226,7,0,0.001
CZ00254061,1,0,0.000
CZ75046962,1,0,0.001
CZ25842919,1,0,0.001
CZ25105825,2,0,0.001
CZ48027511,1,0,0.000
CZ62954181,4,0,0.000
CZ00075779,8,0,0.001
CZ25692810,11,0,0.001
CZ00027383,2,0,0.001
CZ15038246,3,0,0.000
CZ61860964,1,0,0.000
CZ25342100,5,0,0.001
CZ25429949,10,0,0.002
CZ60726067,4,0,0.001
CZ25869523,4,0,0.001
CZ26508583,9,0,0.001
CZ63080931,4,0,0.001
CZ00298468,1,0,0.000
CZ26792711,6,0,0.001
CZ25374478,2,0,0.000
CZ00299308,5,0,0.001
CZ40740056,2,0,0.000
CZ25302809,1,0,0.000
CZ44566760,2,0,0.000
CZ60875585,1,0,0.000
CZ45147329,1,0,0.000
CZ49710371,2,0,0.001
CZ25627376,1,0,0.000
CZ00023736,1,0,0.000
CZ48111911,1,0,0.000
CZ45192464,10,0,0.001
CZ00541311,3,0,0.000
CZ12615498,5,0,0.001
CZ27118436,1,0,0.000
CZ25004638,7,0,0.001
CZ46960180,1,0,0.000
CZ00064165,3,0,0.001
CZ25033514,9,0,0.001
CZ45311005,1,0,0.000
CZ68407700,2,0,0.001
CZ72691549,1,0,0.000
CZ25519786,1,0,0.000
CZ49433601,1,0,0.000
CZ25297899,2,0,0.000
CZ27713130,6,0,0.001
CZ25045997,3,0,0.001
CZ14503948,1,0,0.000
CZ14705877,1,0,0.000
CZ45192260,1,0,0.000
CZ40614948,5,0,0.001
CZ45770174,3,0,0.000
CZ48396567,2,0,0.000
CZ46904662,3,0,0.000
CZ45310173,3,0,0.000
CZ00583171,23,0,0.003
CZ64834042,4,0,0.001
CZ70890650,12,0,0.002
CZ48201952,1,0,0.000
CZ00284459,2,0,0.000
CZ25963864,2,0,0.001
CZ26138891,2,0,0.000
CZ49454501,5,0,0.001
CZ47286431,1,0,0.000
CZ65142756,2,0,0.001
CZ44851774,1,0,0.000
CZ00007064,2,0,0.000
CZ25488627,7,0,0.002
CZ46344942,1,0,0.000
CZ44851057,2,0,0.001
CZ45306028,3,0,0.000
CZ25357603,4,0,0.001
CZ44851804,1,0,0.000
CZ26416247,2,0,0.001
CZ25201506,1,0,0.000
CZ40523802,2,0,0.000
CZ25028316,4,0,0.001
CZ25344447,4,0,0.001
CZ00635898,2,0,0.000
CZ41601645,2,0,0.000
CZ45357307,9,0,0.001
CZ27776506,1,0,0.000
CZ60916427,1,0,0.000
CZ00239640,6,0,0.001
CZ25953818,4,0,0.001
CZ47972947,3,0,0.001
CZ28580001,1,0,0.000
CZ28714989,2,0,0.000
CZ25030884,1,0,0.000
CZ62242105,9,0,0.001
CZ25006096,2,0,0.001
CZ61324817,3,0,0.001
CZ47679620,1,0,0.000
CZ47239701,5,0,0.001
CZ26287277,1,0,0.000
CZ25556568,1,0,0.000
CZ45310815,4,0,0.001
CZ27092348,2,0,0.000
CZ46992715,5,0,0.001
CZ25038192,2,0,0.000
CZ27609979,3,0,0.001
CZ47676370,1,0,0.000
CZ41327331,1,0,0.000
CZ48026450,1,0,0.000
CZ45274517,1,0,0.000
CZ61171361,3,0,0.001
CZ12085936,1,0,0.000
CZ25638955,1,0,0.000
CZ62969005,1,0,0.000
CZ00031488,5,0,0.001
CZ15058620,2,0,0.000
CZ25186973,1,0,0.000
CZ00292877,3,0,0.001
CZ41609620,3,0,0.001
CZ47542535,1,0,0.000
CZ25680081,1,0,0.000
CZ45798290,3,0,0.000
CZ00298441,2,0,0.000
CZ27414329,1,0,0.000
CZ00063941,8,0,0.001
CZ27263827,5,0,0.001
CZ68378297,1,0,0.000
CZ26068877,1,0,0.000
CZ00270831,1,0,0.001
CZ64829944,1,0,0.001
CZ00640077,1,0,0.001
CZ25075543,1,0,0.001
CZ26095203,1,0,0.000
CZ00251810,4,0,0.001
CZ46747885,1,0,0.000
CZ00279943,1,0,0.000
CZ25506820,2,0,0.001
CZ00020451,10,0,0.002
CZ00278491,3,0,0.001
CZ27532208,2,0,0.000
CZ00299898,1,0,0.000
CZ00292311,1,0,0.000
CZ00239607,3,0,0.001
CZ00377015,1,0,0.001
CZ13893688,1,0,0.001
CZ48172928,1,0,0.001
CZ41255194,1,0,0.001
