id,Contracts,Bridging Capacity,Influence
SK36038351,22,0,0.028
SK62156489,1,0,0.002
SK00305065,4,0,0.005
SK34128344,9,0,0.010
SK00327735,1,0,0.005
SK00155764,1,0,0.005
SK35947161,4,0,0.005
SK31651518,27,0,0.030
SK00306525,3,0,0.005
SK31447091,1,0,0.002
SK35919001,38,0,0.041
SK31628541,5,0,0.005
SK00634816,1,0,0.003
SK36378143,3,0,0.007
SK00603481,2,0,0.004
SK35758805,1,0,0.002
SK31602363,2,0,0.003
SK42499500,2,0,0.005
SK35910739,4,0,0.010
SK35833106,1,0,0.003
SK00329321,1,0,0.002
SK31355161,6,0,0.009
SK36211541,1,0,0.005
SK25570722,1,0,0.005
SK30228247,4,0,0.004
SK36836567,2,0,0.003
SK37828100,11,7,0.014
SK36672076,1,0,0.002
SK31356648,4,0,0.006
SK35840323,2,0,0.005
SK31936415,1,0,0.002
SK36014354,2,0,0.004
SK35881879,2,0,0.003
SK00492736,2,0,0.007
SK35759585,1,0,0.004
SK00308307,3,0,0.004
SK34105620,1,0,0.002
SK00307203,1,0,0.002
SK35910712,4,0,0.010
SK36546941,2,0,0.005
SK37801279,1,0,0.002
SK31690360,6,0,0.009
SK17317282,21,0,0.024
SK00003328,24,0,0.024
SK31721079,5,0,0.006
SK36430102,1,0,0.002
SK17070775,1,0,0.002
SK31364501,3,0,0.005
SK46342796,3,0,0.004
SK35802723,2,0,0.003
SK00397563,9,0,0.013
SK14167361,3,0,0.005
SK31606296,8,0,0.009
SK00326666,1,0,0.002
SK35541016,8,0,0.010
SK36461733,5,0,0.006
SK30794536,1,0,0.002
SK35683066,18,0,0.026
SK37808427,8,0,0.009
SK00397474,1,0,0.005
SK31349307,1,0,0.005
SK00164721,1,0,0.005
SK10747541,1,0,0.005
SK30936535,1,0,0.003
SK34112103,4,0,0.004
SK00319031,1,0,0.002
SK35555777,6,0,0.007
SK31333320,12,0,0.013
SK36464261,1,0,0.003
SK00310905,1,0,0.002
SK00304557,2,0,0.003
SK35740655,6,0,0.010
SK00313980,1,0,0.005
SK36417807,1,0,0.005
SK00304913,1,0,0.002
SK00326470,2,0,0.004
SK36170151,1,0,0.002
SK00151866,4,0,0.007
SK36834921,3,0,0.004
SK00313114,3,0,0.005
SK36526185,4,0,0.006
SK00327646,4,0,0.006
SK37861298,8,0,0.010
SK00311464,2,0,0.003
SK31631134,5,0,0.006
SK00165182,4,0,0.006
SK31651402,13,0,0.013
SK00309150,1,0,0.002
SK00317667,1,0,0.002
SK31322301,2,0,0.003
SK31606458,3,0,0.004
SK00323560,1,0,0.002
SK00399957,2,0,0.007
SK35859423,1,0,0.004
SK00311162,3,0,0.007
SK17623588,2,0,0.005
SK36693936,3,0,0.004
SK45472718,1,0,0.002
SK44004231,1,0,0.002
SK37915568,2,0,0.004
SK37836901,3,0,0.005
SK00896225,2,0,0.004
SK00312614,2,0,0.003
SK36394645,4,0,0.005
SK00326283,1,0,0.002
SK36625604,1,0,0.002
SK31611788,4,0,0.006
SK30232295,1,0,0.005
SK35802570,1,0,0.005
SK00606707,1,0,0.002
SK00315737,1,0,0.002
SK00308641,2,0,0.003
SK35912651,1,0,0.002
SK17310016,5,0,0.006
SK36380041,3,0,0.004
SK00311863,1,0,0.005
SK36301311,1,0,0.005
SK36126624,7,0,0.009
SK00326518,2,0,0.003
SK43941664,5,0,0.007
SK00312789,2,0,0.003
SK00691135,11,0,0.013
SK37936859,18,0,0.018
SK36646571,1,0,0.002
SK36168335,2,0,0.004
SK00331503,1,0,0.002
SK37870475,4,0,0.007
SK17147387,1,0,0.002
SK00321842,1,0,0.002
SK00331899,2,0,0.003
SK00397610,1,0,0.002
SK36191892,3,0,0.004
SK36022047,3,0,0.004
SK36582387,2,0,0.003
SK35883502,1,0,0.002
SK35814730,1,0,0.002
SK30808901,1,0,0.002
SK31104266,1,0,0.002
SK30807484,1,0,0.005
SK36504424,1,0,0.005
SK31663834,2,0,0.004
SK17789281,1,0,0.003
SK31657095,1,0,0.003
SK00306169,1,0,0.005
SK34104402,1,0,0.005
SK00320439,1,0,0.002
SK30416094,1,0,0.005
SK35680601,1,0,0.005
SK42054575,2,0,0.003
SK00365327,1,0,0.002
SK00156752,1,0,0.002
SK36425630,1,0,0.002
SK00324493,1,0,0.002
SK36078913,1,0,0.005
SK34116516,1,0,0.005
SK00738395,1,0,0.002
SK00306185,2,0,0.004
SK43989268,1,0,0.002
SK44802030,1,0,0.002
SK00315397,1,0,0.005
SK36445941,1,0,0.005
SK36430391,2,0,0.003
SK00212008,2,0,0.005
SK00604542,2,0,0.005
SK36236403,1,0,0.002
SK36168572,2,0,0.003
SK36565334,2,0,0.003
SK30844789,1,0,0.003
SK00325490,1,0,0.002
SK42196868,1,0,0.002
SK31802338,1,0,0.004
SK00397440,1,0,0.002
SK31648924,3,0,0.003
SK31660215,2,0,0.002
SK30845572,1,0,0.002
SK00397687,2,0,0.007
SK36409375,1,0,0.004
SK31588794,1,0,0.002
SK45966354,2,0,0.003
SK00684422,1,0,0.002
SK14302331,1,0,0.002
SK36770396,1,0,0.002
SK45304726,1,0,0.004
SK46708111,1,0,0.002
SK36412678,1,0,0.002
SK36554812,2,0,0.003
SK35839465,1,0,0.002
SK00688967,1,0,0.002
SK45869545,1,0,0.002
SK45929076,1,0,0.002
SK00321125,1,0,0.005
SK36059901,1,0,0.005
SK00164712,1,0,0.005
SK36239542,1,0,0.005
SK00397482,2,0,0.007
SK31429220,1,0,0.004
SK36530328,1,0,0.004
SK31606857,1,0,0.004
SK36392821,1,0,0.002
SK30228883,1,0,0.002
SK36426661,1,0,0.002
SK44259867,1,0,0.002
