id,Contracts,Bridging Capacity,Influence
CZ00023736,1,0,0.000
CZ00530808,1,0,0.000
CZ00275905,2,0,0.000
CZ26383659,1,0,0.000
CZ40523284,16,0,0.001
CZ00292834,1,0,0.000
CZ28315049,4,0,0.001
CZ00268275,1,0,0.000
CZ25183052,12,0,0.002
CZ61985759,1,0,0.000
CZ61716677,2,0,0.000
CZ49328263,1,0,0.000
CZ25260766,6,0,0.001
CZ13693131,1,0,0.000
CZ25524241,5,0,0.001
CZ25536711,1,0,0.000
CZ00291846,1,0,0.000
CZ25374311,19,0,0.002
CZ66781001,1,0,0.000
CZ46358960,3,0,0.001
CZ00250694,1,0,0.000
CZ45023140,2,0,0.000
CZ00838225,1,0,0.000
CZ49971379,7,0,0.001
CZ26229455,9,0,0.001
CZ75075741,1,0,0.000
CZ27956377,2,0,0.000
CZ00257338,1,0,0.000
CZ40525007,5,0,0.001
CZ00298948,2,0,0.000
CZ60460580,9,0,0.001
CZ46977490,1,0,0.000
CZ45245819,1,0,0.000
CZ26425807,1,0,0.000
CZ00269611,1,0,0.000
CZ25956973,1,0,0.000
CZ00063894,4,0,0.001
CZ49689592,1,0,0.000
CZ00271632,6,0,0.000
CZ00250627,6,0,0.001
CZ26072912,2,0,0.000
CZ70259861,1,0,0.000
CZ25138189,4,0,0.001
CZ00075477,1,0,0.000
CZ00078077,1,0,0.000
CZ25223224,1,0,0.000
CZ00285749,1,0,0.000
CZ00298191,1,0,0.000
CZ26831368,5,0,0.000
CZ00666921,1,0,0.000
CZ00212920,1,0,0.000
CZ26967359,1,0,0.000
CZ00654752,1,0,0.000
CZ64829944,5,0,0.001
CZ00269719,2,0,0.000
CZ25937499,4,0,0.000
CZ00298581,1,0,0.000
CZ25848461,6,0,0.000
CZ00245500,2,0,0.000
CZ26030152,3,0,0.000
CZ45671745,2,0,0.000
CZ25556568,9,0,0.001
CZ00282596,2,0,0.000
CZ00245976,1,0,0.000
CZ00288373,1,0,0.000
CZ25508571,5,0,0.001
CZ00284858,1,0,0.000
CZ00842559,1,0,0.000
CZ25317873,2,0,0.000
CZ00289337,1,0,0.000
CZ00262820,1,0,0.000
CZ48290262,6,0,0.001
CZ00292923,1,0,0.000
CZ60701188,3,0,0.000
CZ00285668,1,0,0.000
CZ10121765,1,0,0.000
CZ00576832,10,0,0.001
CZ25345168,1,0,0.000
CZ00271705,1,0,0.000
CZ42192153,5,0,0.001
CZ00298719,1,0,0.000
CZ25844610,2,0,0.000
CZ00287342,1,0,0.000
CZ00567892,3,0,0.000
CZ26263718,3,0,0.000
CZ00245135,1,0,0.000
CZ00234681,1,0,0.000
CZ26463326,2,0,0.000
CZ70963053,1,0,0.000
CZ13376471,5,0,0.001
CZ00297054,2,0,0.000
CZ00283665,1,0,0.000
CZ42324149,6,0,0.001
CZ00288497,1,0,0.000
CZ00304484,2,0,0.000
CZ00262579,1,0,0.000
CZ00299189,1,0,0.000
CZ00279269,1,0,0.000
CZ45537186,5,0,0.001
CZ00299456,2,0,0.000
CZ00580911,1,0,0.000
CZ00488399,1,0,0.000
CZ60701455,7,0,0.001
CZ00219169,5,0,0.001
CZ00292206,1,0,0.000
CZ27713130,3,0,0.000
CZ00252000,1,0,0.000
CZ60647621,5,0,0.001
CZ00245895,3,0,0.000
CZ00233269,2,0,0.000
CZ00204382,5,0,0.001
CZ00259420,1,0,0.000
CZ00842699,1,0,0.000
CZ65277911,1,0,0.000
CZ00244104,1,0,0.000
CZ47541733,6,0,0.001
CZ00294241,3,0,0.000
CZ00654451,3,0,0.000
CZ00584088,1,0,0.000
CZ00299669,3,0,0.000
CZ60418559,1,0,0.000
CZ60753013,5,0,0.001
CZ00240451,1,0,0.000
CZ61860964,1,0,0.000
CZ00299898,1,0,0.000
CZ63323524,2,0,0.000
CZ64811069,1,0,0.000
CZ27473295,2,0,0.000
CZ00289264,1,0,0.000
CZ41549007,4,0,0.001
CZ00235105,1,0,0.000
CZ00176401,1,0,0.000
CZ26799375,1,0,0.000
CZ00300080,1,0,0.000
CZ27765857,3,0,0.000
CZ00544523,1,0,0.000
CZ00239666,1,0,0.000
CZ26115972,1,0,0.000
CZ00575666,3,0,0.000
CZ64618951,8,0,0.001
CZ00636436,1,0,0.000
CZ25570722,4,0,0.001
CZ63472589,1,0,0.000
CZ00283258,1,0,0.000
CZ70890013,42,0,0.003
CZ25335545,15,0,0.001
CZ00636894,1,0,0.000
CZ46992138,5,0,0.001
CZ00296104,1,0,0.000
CZ25567225,11,0,0.001
CZ00285111,1,0,0.000
CZ00366129,1,0,0.000
CZ27676935,1,0,0.000
CZ00250732,1,0,0.000
CZ62062620,2,0,0.000
CZ64826911,2,0,0.000
CZ00275841,1,0,0.000
CZ00276251,1,0,0.000
CZ00274305,2,0,0.000
CZ00252654,1,0,0.000
CZ42407559,6,0,0.001
CZ00257770,1,0,0.000
CZ49618555,6,0,0.001
CZ00368695,1,0,0.000
CZ25549464,2,0,0.001
CZ00244694,3,0,0.000
CZ00579611,1,0,0.000
CZ25936484,1,0,0.000
CZ00231525,1,0,0.000
CZ00847330,1,0,0.000
CZ13642766,3,0,0.000
CZ00515728,1,0,0.000
CZ00245291,1,0,0.000
CZ25160168,9,0,0.001
CZ00299197,2,0,0.000
CZ26801001,2,0,0.000
CZ00273350,3,0,0.000
CZ48172901,1,0,0.000
CZ25513141,3,0,0.000
CZ00302881,1,0,0.000
CZ41031024,6,0,0.001
CZ00837296,1,0,0.000
CZ00254843,17,0,0.001
CZ45357323,2,0,0.000
CZ00408344,1,0,0.000
CZ26744767,1,0,0.000
CZ00278734,1,0,0.000
CZ15030741,6,0,0.001
CZ00488356,1,0,0.000
CZ25342100,5,0,0.001
CZ00508870,1,0,0.000
CZ46504788,7,0,0.001
CZ48333841,2,0,0.000
CZ00279099,1,0,0.000
CZ00302546,1,0,0.000
CZ42766443,1,0,0.000
CZ00284904,1,0,0.000
CZ25528076,3,0,0.000
CZ00287571,2,0,0.000
CZ00378046,1,0,0.000
CZ26932644,2,0,0.000
