id,Contracts,Bridging Capacity,Influence
HU730831,3,0,0.000
HU13610458,5,0,0.001
HU724089,1,0,0.000
HU10738885,22,0,0.002
HU734444,56,0,0.003
HU735759,18,0,0.001
HU13541576,1,0,0.000
HU320988,1,0,0.000
HU14008915,24,0,0.002
HU732385,3,0,0.001
HU13769947,6,0,0.001
HU724001,2,0,0.000
HU11892577,9,0,0.001
HU726566,2,0,0.001
HU14425767,1,0,0.000
HU18965519,3,0,0.001
HU15000291,1,0,0.000
HU583231,5,0,0.001
HU10412206,5,0,0.001
HU491020,6,0,0.001
HU14328110,3,0,0.001
HU590046,2,0,0.000
HU13217471,5,0,0.001
HU730138,3,0,0.001
HU12049679,5,0,0.001
HU13126276,2,0,0.000
HU331845,1,0,0.000
HU10815135,4,0,0.001
HU589080,1,0,0.000
HU14300327,69,0,0.006
HU473040,1,0,0.000
HU14975176,4,0,0.001
HU732550,1,0,0.000
HU11242604,5,0,0.001
HU730150,7,0,0.001
HU12354526,5,0,0.001
HU727398,9,0,0.001
HU10429549,18,0,0.001
HU432755,1,0,0.000
HU11531801,2,0,0.000
HU732538,6,0,0.001
HU10367285,3,0,0.000
HU542308,5,0,0.001
HU730161,1,0,0.000
HU10660612,6,0,0.001
HU725646,1,0,0.000
HU11580317,7,0,0.001
HU11152668,8,0,0.000
HU11986270,20,0,0.001
HU728427,1,0,0.000
HU12110735,1,0,0.000
HU421063,2,0,0.001
HU10380169,1,0,0.000
HU18617498,2,0,0.001
HU12743933,1,0,0.000
HU725273,2,0,0.000
HU11042851,11,0,0.001
HU321172,2,0,0.000
HU10787133,4,0,0.001
HU14325612,4,0,0.000
HU731092,5,0,0.001
HU11705053,126,0,0.011
HU725954,2,0,0.000
HU11063582,1,0,0.000
HU728966,2,0,0.000
HU22605940,2,0,0.000
HU725514,14,0,0.001
HU392686,1,0,0.000
HU12432901,1,0,0.000
HU731102,2,0,0.000
HU10452556,26,0,0.002
HU327877,3,0,0.000
HU15000215,2,0,0.000
HU730435,4,0,0.000
HU11164607,4,0,0.000
HU394019,8,0,0.001
HU731191,1,0,0.000
HU11469830,3,0,0.001
HU725592,2,0,0.000
HU728351,5,0,0.001
HU15000192,3,0,0.000
HU733766,5,0,0.001
HU15000144,1,0,0.000
HU311508,3,0,0.000
HU11651002,4,0,0.001
HU12965377,2,0,0.000
HU442747,2,0,0.001
HU11496621,1,0,0.000
HU739713,1,0,0.000
HU20648321,2,0,0.000
HU44581475,2,0,0.000
HU484996,15,0,0.002
HU13170158,6,0,0.001
HU724913,9,0,0.001
HU13236234,2,0,0.000
