id,Contracts,Bridging Capacity,Influence
HU726182,1,0,0.001
HU13045726,1,0,0.001
HU428062,1,0,0.001
HU12977581,1,0,0.001
HU728450,4,0,0.001
HU12509300,4,0,0.001
HU439413,3,0,0.001
HU12569658,1,0,0.000
HU731751,1,0,0.001
HU20537685,1,0,0.001
HU311454,4,0,0.001
HU14300327,7,0,0.001
HU308449,1,0,0.001
HU22993294,1,0,0.001
HU726829,1,0,0.000
HU14896707,2,0,0.000
HU20671675,1,0,0.000
HU22757937,8,0,0.001
HU734466,3,0,0.001
HU15000236,1,0,0.000
HU732945,2,0,0.000
HU10362998,5,0,0.001
HU443018,1,0,0.000
HU11986270,11,0,0.002
HU730370,3,0,0.000
HU11906508,12,0,0.001
HU730149,1,0,0.000
HU11121426,5,0,0.001
HU11963808,2,0,0.001
HU12593783,11,0,0.002
HU349581,1,0,0.001
HU13646925,1,0,0.001
HU725514,5,0,0.001
HU12614277,4,0,0.001
HU14838901,1,0,0.001
HU11253525,1,0,0.001
HU355937,1,0,0.001
HU11718873,1,0,0.001
HU327877,6,0,0.001
HU12764073,9,0,0.001
HU733513,2,0,0.001
HU11286305,1,0,0.000
HU731355,6,0,0.001
HU13395313,1,0,0.000
HU734224,6,0,0.001
HU10741911,1,0,0.000
HU427043,1,0,0.000
HU14199086,2,0,0.001
HU18442142,1,0,0.001
HU11580317,1,0,0.001
HU728582,4,0,0.001
HU14801206,1,0,0.000
HU726083,4,0,0.001
HU11066901,18,0,0.002
HU732835,1,0,0.000
HU11272481,2,0,0.001
HU734477,2,0,0.001
HU10702136,2,0,0.001
HU726456,2,0,0.001
HU11983624,2,0,0.001
HU724397,1,0,0.001
HU12814783,1,0,0.001
HU724319,10,0,0.001
HU15000114,5,0,0.001
HU19024471,1,0,0.001
HU23075102,1,0,0.001
HU724782,7,0,0.001
HU10482254,5,0,0.001
HU735638,5,0,0.001
HU11705053,13,0,0.002
HU300146,8,0,0.001
HU13707824,2,0,0.000
HU730578,1,0,0.001
HU10253120,1,0,0.001
HU735924,1,0,0.000
HU14624337,2,0,0.001
HU321204,8,0,0.002
HU23254664,4,0,0.001
HU18055342,13,0,0.001
HU10454871,6,0,0.001
HU598152,7,0,0.002
HU12024528,1,0,0.000
HU511016,9,0,0.001
HU11266101,16,0,0.002
HU15000008,3,0,0.001
HU727277,1,0,0.001
HU15000076,1,0,0.001
HU372350,1,0,0.000
HU726917,7,0,0.001
HU11149422,1,0,0.000
HU725998,1,0,0.001
HU21285367,1,0,0.001
HU735683,8,0,0.001
HU15000059,2,0,0.000
HU442781,1,0,0.001
HU15000335,1,0,0.001
HU734235,1,0,0.000
HU14605749,66,19,0.006
HU15000015,2,0,0.001
HU725723,5,0,0.001
HU11063582,4,0,0.001
HU396002,1,0,0.000
HU15000169,2,0,0.001
HU731762,5,0,0.001
HU13053266,2,0,0.000
HU726906,25,0,0.003
HU11392259,4,0,0.001
HU308373,4,0,0.001
HU15000159,1,0,0.000
HU733722,2,0,0.001
HU21073726,1,0,0.000
HU728625,1,0,0.000
HU11724483,5,0,0.001
HU725361,15,0,0.003
HU11097875,15,0,0.002
HU728328,4,0,0.001
HU14904134,8,0,0.001
HU724605,1,0,0.001
HU12592108,1,0,0.001
HU729138,1,0,0.000
HU10683833,13,0,0.003
HU545387,4,0,0.001
HU10367285,3,0,0.001
HU10387355,1,0,0.000
HU724012,8,0,0.001
HU10738885,8,0,0.002
HU18159422,6,0,0.001
HU12023462,5,0,0.001
HU397625,3,0,0.001
HU15000374,2,0,0.000
HU358686,1,0,0.000
HU14627811,2,0,0.001
HU735209,1,0,0.001
HU14654107,1,0,0.001
HU730600,7,0,0.001
